augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,8902,문 문 틈 물건 떨어지다,문 틈 사이로 물건이 떨어졌습니다.
BR,8903,지하철 문 벽 물건 떨어지다,지하철 벽 사이로 물건이 떨어졌습니다.
BR,8904,지하철 문 틈 물 떨어지다,지하철 틈 사이로 물이 떨어졌습니다.
BR,8905,지하철 문 틈 불 떨어지다,지하철 틈 사이로 불이 떨어졌습니다.
BR,8906,지하철 문 틈 빛 떨어지다,지하철 틈 사이로 빛이 떨어졌습니다.
BR,8907,지하철 문 틈 눈 떨어지다,지하철 틈 사이로 눈이 떨어졌습니다.
BR,8908,지하철 문 틈 달 빛 떨어지다,지하철 틈 사이로 달빛이 떨어졌습니다.
BR,8909,문 문 틈 이어폰 떨어지다,문 틈 사이로 이어폰이 떨어졌습니다.
BR,8910,지하철 문 벽 이어폰 떨어지다,지하철 벽 사이로 이어폰이 떨어졌습니다.
BR,8911,지하철 문 틈 물 떨어지다,지하철 틈 사이로 물이 떨어졌습니다.
BR,8912,지하철 문 틈 불 떨어지다,지하철 틈 사이로 불이 떨어졌습니다.
BR,8913,지하철 문 틈 빛 떨어지다,지하철 틈 사이로 빛이 떨어졌습니다.
BR,8914,지하철 문 틈 눈 떨어지다,지하철 틈 사이로 눈이 떨어졌습니다.
BR,8915,지하철 문 틈 달 빛 떨어지다,지하철 틈 사이로 달빛이 떨어졌습니다.
BR,8916,짧다 동안 문 틈 핸드폰 떨어지다,잠시 틈 사이로 휴대폰이 떨어졌습니다.
BR,8917,지하철 문 벽 핸드폰 떨어지다,지하철 벽 사이로 휴대폰이 떨어졌습니다.
BR,8918,지하철 문 차 여러 가지 핸드폰 떨어지다,지하철 차량 사이로 휴대폰이 떨어졌습니다.
BR,8919,지하철 문 타다 손님 핸드폰 떨어지다,지하철 승객 사이로 휴대폰이 떨어졌습니다.
BR,8920,지하철 문 기차 곳 핸드폰 떨어지다,지하철 역 사이로 휴대폰이 떨어졌습니다.
BR,8921,가방 가방 위로올리다 까먹다,가방에 가방을 놓고 내렸습니다.
BR,8922,바닥 가방 위로올리다 까먹다,바닥에 가방을 놓고 내렸습니다.
BR,8923,트럭 가방 위로올리다 까먹다,트럭에 가방을 놓고 내렸습니다.
BR,8924,집 가방 위로올리다 까먹다,집에 가방을 놓고 내렸습니다.
BR,8925,배 가방 위로올리다 까먹다,배에 가방을 놓고 내렸습니다.
BR,8926,차 가방 위로올리다 까먹다,차에 가방을 놓고 내렸습니다.
BR,8927,침대 가방 위로올리다 까먹다,침대에 가방을 놓고 내렸습니다.
BR,8928,방 가방 위로올리다 까먹다,방에 가방을 놓고 내렸습니다.
BR,8929,주머니 가방 위로올리다 까먹다,주머니에 가방을 놓고 내렸습니다.
BR,8930,벽 가방 위로올리다 까먹다,벽에 가방을 놓고 내렸습니다.
BR,8931,지하철 짐 위로올리다 까먹다,지하철에 짐을 놓고 내렸습니다.
BR,8932,지하철 줄 위로올리다 까먹다,지하철에 줄을 놓고 내렸습니다.
BR,8933,지하철 폭격 폭발 위로올리다 까먹다,지하철에 폭탄을 놓고 내렸습니다.
BR,8934,지하철 우산 위로올리다 까먹다,지하철에 우산을 놓고 내렸습니다.
BR,8935,바람 타다,바람을 타다
BR,8936,용 타다,용을 타다
BR,8937,유행 타다,유행을 타다
BR,8938,벽 타다,벽을 타다
BR,8939,지하철 만들다,지하철을 만들다
BR,8940,지하철 보다,지하철을 보다
BR,8941,지하철 쓰다,지하철을 쓰다
BR,8942,지하철 다니다,지하철을 다니다
BR,8943,지하철 갖다,지하철을 갖다
BR,8944,지하철 꿈꾸다,지하철을 꿈꾸다
BR,8945,진짜 부탁,진심으로 부탁해
BR,8946,진짜 사랑,진심으로 사랑해
BR,8947,진짜 생각,진심으로 생각해
BR,8948,진짜 따뜻하다 마음,진심으로 인정해
BR,8949,진짜 살피다 일,진심으로 감사해
BR,8950,맞다 답 없다,정답은 없으세요?
BR,8951,양심 없다,양심은 없으세요?
BR,8952,ㅈ 오늘 없다,지금은 없으세요?
BR,8953,대답 없다,대답은 없으세요?
BR,8954,시간 없다,시간은 없으세요?
BR,8955,갚다 납부 없다,보상은 없으세요?
BR,8956,답 없다,답은 없으세요?
BR,8957,답 없다,답이 없습니다.
BR,8958,시간 없다,시간이 없습니다.
BR,8959,영향 없다,영향이 없습니다.
BR,8960,대답 없다,대답이 없습니다.
BR,8961,설명 없다,설명이 없습니다.
BR,8962,할 수 있다 힘 없다,능력이 없습니다.
BR,8963,갚다 납부 없다,보상이 없습니다.
BR,8964,나타나다 행동 없다,반응이 없습니다.
BR,8965,기술 능력 없다,기능이 없습니다.
BR,8966,응답 없다,응답이 없습니다.
BR,8967,대하다 상대를 가리키는 동작 없다,대상이 없습니다.
BR,8968,다음 있다,다음이 있습니다.
BR,8969,비밀 있다,비밀이 있습니다.
BR,8970,뜻 있다,뜻이 있습니다.
BR,8971,질문 있다,질문이 있습니다.
BR,8972,좋다 그것 있다,장점이 있습니다.
BR,8973,차례 부서 있다,항목이 있습니다.
BR,8974,의견 있다,의견이 있습니다.
BR,8975,설명 있다,설명이 있습니다.
BR,8976,사정 까닭 있다,사연이 있습니다.
BR,8977,좋다 나쁘다 것 있다,장단점이 있습니다.
BR,8978,비밀 있다,비밀이 있으세요?
BR,8979,재능 있다,재능이 있으세요?
BR,8980,사랑 있다,사랑이 있으세요?
BR,8981,시간 있다,시간이 있으세요?
BR,8982,일 있다,일이 있으세요?
BR,8983,마귀 방법 있다,마법이 있으세요?
BR,8984,질문 있다,질문이 있으세요?
BR,8985,유리 벽 넘어지다,유리 벽이 무너질려고 해요.
BR,8986,유리 거울을 보기 벽 넘어지다,거울 벽이 무너질려고 해요.
BR,8987,마귀 방법 벽 넘어지다,마법 벽이 무너질려고 해요.
BR,8988,창 벽 넘어지다,창 벽이 무너질려고 해요.
BR,8989,강하다 쇠 벽 넘어지다,강철 벽이 무너질려고 해요.
BR,8990,막다 방패를 구성하는 동작 벽 넘어지다,방패 벽이 무너질려고 해요.
BR,8991,집 집 주인 넘어지다,집 주인이 무너질려고 해요.
BR,8992,집 바닥 넘어지다,집 바닥이 무너질려고 해요.
BR,8993,집 앞 넘어지다,집 앞이 무너질려고 해요.
BR,8994,끝 버스 거리 1시간,끝까지 버스를 타면 1시간이다
BR,8995,버스 끝 곳 버스 거리 1시간,종점까지 버스를 타면 1시간이다
BR,8996,목적 장소 버스 거리 1시간,목적지까지 버스를 타면 1시간이다
BR,8997,학교 버스 거리 1시간,학교까지 버스를 타면 1시간이다
BR,8998,아침 버스 거리 1시간,아침까지 버스를 타면 1시간이다
BR,8999,앞 문 버스 거리 1시간,정문까지 버스를 타면 1시간이다
BR,9000,춘천 버스 거리 1시간,춘천까지 버스를 타면 1시간이다
BR,9001,집 비행기 거리 1시간,집까지 비행기를 타면 1시간이다
BR,9002,집 기차 거리 1시간,집까지 기차를 타면 1시간이다
BR,9003,집 배 거리 1시간,집까지 배를 타면 1시간이다
BR,9004,집 T 승용차 거리 1시간,집까지 택시를 타면 1시간이다
BR,9005,집 차 거리 1시간,집까지 차를 타면 1시간이다
BR,9006,집 스키 거리 1시간,집까지 스키를 타면 1시간이다
BR,9007,집 셔틀버스 거리 1시간,집까지 셔틀버스를 타면 1시간이다
BR,9008,집 에스컬레이터 거리 1시간,집까지 에스컬레이터를 타면 1시간이다
BR,9009,세상 계시다 누구,세상에 누구 계셔
BR,9010,옆 계시다 누구,옆에 누구 계셔
BR,9011,뒤 계시다 누구,뒤에 누구 계셔
BR,9012,밖 계시다 누구,밖에 누구 계셔
BR,9013,시장 도둑 넘어오다,시장에 도둑이 들어왔어요.
BR,9014,학교 도둑 넘어오다,학교에 도둑이 들어왔어요.
BR,9015,성 도둑 넘어오다,성에 도둑이 들어왔어요.
BR,9016,세상 도둑 넘어오다,세상에 도둑이 들어왔어요.
BR,9017,방 도둑 넘어오다,방에 도둑이 들어왔어요.
BR,9018,오래 동안 도둑 넘어오다,오랜만에 도둑이 들어왔어요.
BR,9019,집 불 넘어오다,집에 불이 들어왔어요.
BR,9020,집 귀신 넘어오다,집에 귀신이 들어왔어요.
BR,9021,집 신 손 넘어오다,집에 발이 들어왔어요.
BR,9022,집 일 넘어오다,집에 일이 들어왔어요.
BR,9023,집 사람 넘어오다,집에 사람이 들어왔어요.
BR,9024,집 물 넘어오다,집에 물이 들어왔어요.
BR,9025,집 태어나다 남자 넘어오다,집에 아들이 들어왔어요.
BR,9026,주변 낯선 넘어오다,주변에 모르는 사람이 침입했어요.
BR,9027,방 낯선 넘어오다,방에 모르는 사람이 침입했어요.
BR,9028,가깝다 곳 낯선 넘어오다,근처에 모르는 사람이 침입했어요.
BR,9029,학교 낯선 넘어오다,학교에 모르는 사람이 침입했어요.
BR,9030,뒤 낯선 넘어오다,뒤에 모르는 사람이 침입했어요.
BR,9031,밖 낯선 넘어오다,밖에 모르는 사람이 침입했어요.
BR,9032,나무 빽빽하다 낯선 넘어오다,숲에 모르는 사람이 침입했어요.
BR,9033,나중 가다 엄마 계시다 아니다,나중에 와보니 엄마가 안 계셨다
BR,9034,아침 가다 엄마 계시다 아니다,아침에 와보니 엄마가 안 계셨다
BR,9035,학교 가다 엄마 계시다 아니다,학교에 와보니 엄마가 안 계셨다
BR,9036,밤 가다 엄마 계시다 아니다,밤에 와보니 엄마가 안 계셨다
BR,9037,밖 가다 엄마 계시다 아니다,밖에 와보니 엄마가 안 계셨다
BR,9038,오래 동안 가다 엄마 계시다 아니다,오랜만에 와보니 엄마가 안 계셨다
BR,9039,새벽 가다 엄마 계시다 아니다,새벽에 와보니 엄마가 안 계셨다
BR,9040,처음 가다 엄마 계시다 아니다,처음에 와보니 엄마가 안 계셨다
BR,9041,병원 가다 엄마 계시다 아니다,병원에 와보니 엄마가 안 계셨다
BR,9042,방 가다 엄마 계시다 아니다,방에 와보니 엄마가 안 계셨다
BR,9043,가깝다 곳 가다 엄마 계시다 아니다,근처에 와보니 엄마가 안 계셨다
BR,9044,바닥 전기 그치다,바닥에 전기가 나갔어요.
BR,9045,주변 전기 그치다,주변에 전기가 나갔어요.
BR,9046,냉장고 전기 그치다,냉장고에 전기가 나갔어요.
BR,9047,집 남자 그치다,집에 남자가 나갔어요.
BR,9048,집 고양이 그치다,집에 고양이가 나갔어요.
BR,9049,집 아버지 그치다,집에 아버지가 나갔어요.
BR,9050,집 여자 그치다,집에 여자가 나갔어요.
BR,9051,비다 곳 너무 더럽다 청소 보람 불가능,공간이 너무 더러워서 청소해도 소용이 없다
BR,9052,물 너무 더럽다 청소 보람 불가능,물이 너무 더러워서 청소해도 소용이 없다
BR,9053,바닥 너무 더럽다 청소 보람 불가능,바닥이 너무 더러워서 청소해도 소용이 없다
BR,9054,공부 책상을 구성하는 동작 너무 더럽다 청소 보람 불가능,책상이 너무 더러워서 청소해도 소용이 없다
BR,9055,색 너무 더럽다 청소 보람 불가능,색이 너무 더러워서 청소해도 소용이 없다
BR,9056,집 위쪽을 막아 잇는 동작 너무 더럽다 청소 보람 불가능,천장이 너무 더러워서 청소해도 소용이 없다
BR,9057,방 너무 더럽다 청소 보람 불가능,방이 너무 더러워서 청소해도 소용이 없다
BR,9058,벽 너무 더럽다 청소 보람 불가능,벽이 너무 더러워서 청소해도 소용이 없다
BR,9059,집 너무 더럽다 노력 보람 불가능,집이 너무 더러워서 노력해도 소용이 없다
BR,9060,가슴 크다 놀라다,가슴이 커서 놀라웠다
BR,9061,몸 넓이 크다 놀라다,몸집이 커서 놀라웠다
BR,9062,공 크다 놀라다,공이 커서 놀라웠다
BR,9063,몸 크다 놀라다,몸이 커서 놀라웠다
BR,9064,목 크다 놀라다,목이 커서 놀라웠다
BR,9065,가슴 흔들리다,가슴이 흔들려요.
BR,9066,마음 흔들리다,마음이 흔들려요.
BR,9067,기분 흔들리다,기분이 흔들려요.
BR,9068,목 흔들리다,목이 흔들려요.
BR,9069,심장 흔들리다,심장이 흔들려요.
BR,9070,몸 흔들리다,몸이 흔들려요.
BR,9071,바람 흔들리다,바람이 흔들려요.
BR,9072,짜장 받다 가다,짜장면 받으러 갈래
BR,9073,짜장 찾다 가다,짜장면 찾으러 갈래
BR,9074,짜장 찍다 가다,짜장면 찍으러 갈래
BR,9075,짜장 내놓다 가다,짜장면 내놓으러 갈래
BR,9076,짜장 갖다 가다,짜장면 갖으러 갈래
BR,9077,집 안 강아지 방치 두다,집 안에 강아지가 방치되어있어요.
BR,9078,방 안 강아지 방치 두다,방 안에 강아지가 방치되어있어요.
BR,9079,가방 안 강아지 방치 두다,가방 안에 강아지가 방치되어있어요.
BR,9080,집 여러 가지 안 강아지 방치 두다,건물 안에 강아지가 방치되어있어요.
BR,9081,상자 안 강아지 방치 두다,상자 안에 강아지가 방치되어있어요.
BR,9082,냉장고 안 강아지 방치 두다,냉장고 안에 강아지가 방치되어있어요.
BR,9083,배 안 강아지 방치 두다,배 안에 강아지가 방치되어있어요.
BR,9084,공장 안 강아지 방치 두다,공장 안에 강아지가 방치되어있어요.
BR,9085,차 안 차 방치 두다,차 안에 차가 방치되어있어요.
BR,9086,차 안 모두 방치 두다,차 안에 모두가 방치되어있어요.
BR,9087,차 안 더럽다 버리다 방치 두다,차 안에 쓰레기가 방치되어있어요.
BR,9088,차 안 불 물건 방치 두다,차 안에 연료가 방치되어있어요.
BR,9089,차 안 죽다 몸 방치 두다,차 안에 시체가 방치되어있어요.
BR,9090,차 안 생애 기록 방치 두다,차 안에 전기가 방치되어있어요.
BR,9091,보다,보다
BR,9092,하다,하다
BR,9093,맞다,맞다
BR,9094,쓰다,쓰다
BR,9095,시작 천천히,천천히 시작해주세요.
BR,9096,생각 천천히,천천히 생각해주세요.
BR,9097,기억 천천히,천천히 기억해주세요.
BR,9098,부탁 천천히,천천히 부탁해주세요.
BR,9099,계속 천천히,천천히 계속해주세요.
BR,9100,환원 재활 천천히,천천히 회복해주세요.
BR,9101,아버지 오늘 학교 장소 1등 하다,아버지는 이번에 학교에서 일등을 했다
BR,9102,어머니 오늘 학교 장소 1등 하다,어머니는 이번에 학교에서 일등을 했다
BR,9103,여자 위 여자 오늘 학교 장소 1등 하다,언니는 이번에 학교에서 일등을 했다
BR,9104,나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 오늘 학교 장소 1등 하다,아빠는 이번에 학교에서 일등을 했다
BR,9105,철수 오늘 도 장소 1등 하다,철수는 이번에 도에서 일등을 했다
BR,9106,철수 오늘 방송 장소 1등 하다,철수는 이번에 방송에서 일등을 했다
BR,9107,말하다 귀찮다,말하기 귀찮아
BR,9108,먹다 밥 그릇 속에 담긴 밥을 나타내는 동작 먹다 위하다 일본 가다,밥을 먹기 위해 일본에 갔다
BR,9109,닭 국수 먹다 위하다 일본 가다,라면을 먹기 위해 일본에 갔다
BR,9110,생선 먹다 위하다 일본 가다,생선을 먹기 위해 일본에 갔다
BR,9111,아이스크림 먹다 위하다 일본 가다,아이스크림을 먹기 위해 일본에 갔다
BR,9112,닭 튀김 먹다 위하다 일본 가다,치킨을 먹기 위해 일본에 갔다
BR,9113,빵 먹다 위하다 일본 가다,빵을 먹기 위해 일본에 갔다
BR,9114,약 먹다 위하다 일본 가다,약을 먹기 위해 일본에 갔다
BR,9115,삼겹살 먹다 위하다 일본 가다,삼겹살을 먹기 위해 일본에 갔다
BR,9116,버섯 먹다 위하다 일본 가다,버섯을 먹기 위해 일본에 갔다
BR,9117,초밥 만들다 위하다 일본 가다,초밥을 만들기 위해 일본에 갔다
BR,9118,초밥 하다 위하다 일본 가다,초밥을 하기 위해 일본에 갔다
